id,text,text-markup,sentiment 
985,"Post-Nuvaring Zykluseinpendeln oder Gelbkörperschwäche...?  
Hi brittlon,   alterstechnisch sitzen wir fast im gleichen Boot (35 und 46)   Ich hab den Nuvaring letztes Jahr im Januar abgesetzt und es hat schon so 3-4 Monate gedauert bis ich wieder nen ES hatte. Glaub nicht dass dein FA schon was unternehmen würde, auch in unsrem Alter   Warte noch 2 Monate, siehst ja wie dein Zyklus sich wieder einpendelt, und wenn sich dann noch nix getan hat, ab zum Check. Aber dein Männe auch! LG"," Post-Nuvaring Zykluseinpendeln oder Gelbk≈°rperschw≈†che...? Hi brittlon, alterstechnisch sitzen wir fast im <LXA_POSSIBLE>gleichen Boot</LXA_POSSIBLE> (35 und 46) Ich hab den Nuvaring <LXA_INTERNAL_POSITIVE>letztes Jahr</LXA_INTERNAL_POSITIVE> im Januar abgesetzt und es hat schon so 3-4 Monate gedauert bis ich wieder nen ES hatte. Glaub nicht dass dein FA schon was unternehmen w≈∏rde, auch in <LXA_POSSIBLE>unsrem Alter</LXA_POSSIBLE> Warte noch 2 Monate, siehst ja wie dein Zyklus sich wieder einpendelt, und wenn sich dann noch <LXA_POSSIBLE>nix getan</LXA_POSSIBLE> hat, ab zum Check. Aber dein M≈†nne auch! LG",Neutral
986,"Wo bezieht ihr Nuvaring und desgleichen?
HI broemse86    wie weit rutscht er denn raus? ganz raus ist natürlich nicht okay. meiner rutscht immer mal etwas vor aber nicht raus oder so. da er aber ja noch drin ist (aber halt recht weit vorne) gelangen die  Hormone noch an die schleimhäute, daher ist der verhütungsschutz gewährleistet.    ich nehme den ring nun seit 5 monaten durchgehend. seit letzten monat bekomme ich gaaaanz schwache blutungen. so 1-2 tage. das wars. als ich ihn das erste mal durchgenommen hatte habe ich aber ganz normal meine blutung bekommen. also nicht wundern kann sein das du beim ersten mal deine blutung bekommst. gibt es einen speziellen grund warum du den ring durchnehmen willst? länger als 6 monate sollte man das nicht machen, da es dann schädlich wird.  auch in der ringfreien woche ist der verhütungsschutz da.    LG Nicole"," Wo bezieht ihr Nuvaring und desgleichen? HI broemse86 wie weit rutscht er denn raus? ganz raus ist nat≈∏rlich nicht okay. meiner rutscht immer mal etwas vor aber nicht raus oder so. da er aber ja noch drin ist (aber halt recht weit vorne) gelangen die Hormone noch an die schleimh≈†ute, daher ist der verh≈∏tungsschutz gew≈†hrleistet. ich nehme den ring nun seit 5 monaten durchgehend. seit <LXA_INTERNAL_POSITIVE>letzten monat</LXA_INTERNAL_POSITIVE> bekomme ich <LXA_POSSIBLE>gaaaanz schwache</LXA_POSSIBLE> blutungen. so 1-2 tage. das wars. als ich ihn das erste <LXA_POSSIBLE>mal durchgenommen</LXA_POSSIBLE> hatte habe ich aber ganz normal meine <LXA_POSSIBLE>blutung bekommen</LXA_POSSIBLE>. also <LXA_POSSIBLE>nicht wundern</LXA_POSSIBLE> kann sein das du beim ersten <LXA_POSSIBLE>mal deine</LXA_POSSIBLE> blutung bekommst. gibt es einen <LXA_POSSIBLE>speziellen grund</LXA_POSSIBLE> warum du den ring durchnehmen willst? l≈†nger als 6 monate sollte man das <LXA_STOP>nicht machen</LXA_STOP>, da es dann sch≈†dlich wird. auch in der <LXA_POSSIBLE>ringfreien woche</LXA_POSSIBLE> ist der verh≈∏tungsschutz da. LG Nicole",Neutral
988,"Jemand die gleichen Erfahrungen mit Pille?
Hi,   also ich hatte das Problem auch damals mit der Valette. Damals habe ich eine ''Zwangspause'' von 3 Monaten verordnet bekommen. Danach habe ich den Nuvaring bekommen und hatte den jetzt auch ca. 3 Jahre. Jetzt sind meine Tage wieder 4 Monate gar nicht gekommen und vorher auch nur ca. einen Tag. Daraufhin war ich beim FA und muß es nun ganz sein lassen mit den Hormonen. Naja, jetzt sitze ich hier und hibbel mit.  Mir war gar nicht klar wie ausgeprägt unser KW war, bis es nun jetzt soweit war das wir da drüber sprechen ''mußten''. Lange Rede, kurzer Sinn.  Ich denke, irgendwas stimmt mit deinen Hormonen nicht. Geh zum anderen FA und lass es besser abklären."," Jemand die <LXA_POSSIBLE>gleichen Erfahrungen</LXA_POSSIBLE> mit Pille? Hi, also ich hatte das Problem auch damals mit der Valette. Damals habe ich eine ''Zwangspause'' von 3 Monaten verordnet bekommen. Danach habe ich den Nuvaring bekommen und hatte den jetzt auch ca. 3 Jahre. Jetzt sind meine Tage wieder 4 Monate gar <LXA_STOP>nicht gekommen</LXA_STOP> und vorher auch nur ca. einen Tag. Daraufhin war ich beim FA und mu¬ß es nun ganz sein lassen mit den Hormonen. Naja, jetzt sitze ich hier und hibbel mit. Mir war gar nicht klar wie ausgepr≈†gt unser KW war, bis es nun jetzt soweit war das wir da dr≈∏ber sprechen ''mu¬ßten''. <LXA_POSSIBLE>Lange Rede</LXA_POSSIBLE>, <LXA_POSSIBLE>kurzer Sinn</LXA_POSSIBLE>. Ich denke, irgendwas stimmt mit <LXA_POSSIBLE>deinen Hormonen</LXA_POSSIBLE> nicht. Geh zum <LXA_POSSIBLE>anderen FA</LXA_POSSIBLE> und lass es <LXA_POSSIBLE>besser abkl≈†ren</LXA_POSSIBLE>.",Negative
989,"Der Dia-Anfänger-Thread
Hmm ok. Also danke für die Infos. Ich werde nun einfach nochmal beide je 8h tragen und dann entscheiden, ob ich das größere, wovon die Ärztin ja meinte ''ich denke, dass es DAS wird'' oder das kleinere als angenehmer empfinde. Reinkriegen tu ich beide wunderbar, ich hab auch eins gut reingekriegt, das zu groß war. So weit es eben ging. Da meinte die Ärztin gleich ''Also nein, das geht ja garnicht. . ''   Es ist eben so: Das kleinere ist die kleinste Größe, die man überhaupt bekommen kann. 60. Das etwas größere ist 65. Naja und ich hatte ja vorher den NUvaring und da steht drin, dass das den Durchmesser von 54 hat!!! Und der ist DAUERND vorgerutscht zum Scheideneingang, war spürbar und seeehr störend. Jetzt hab ich eben auch Schiss, dass das mit dem Diaphragma auch passiert, vor allem, wenn das größer ist als der nicht passende Nuvaring!!   Gibts hier jemanden, bei dem der Nuvaring immer nach vorne gerutscht ist (also gleichzeitig noch hinterm Muttermund war, aber trotzdem vorne am Scheideneingang fast rausgeguckt hat und spürbar war), der aber ein Dia gut verträgt??? Würde mich seeehr beruhigen!!"," Der Dia-Anf≈†nger-Thread Hmm ok. Also danke f≈∏r die Infos. Ich werde nun einfach nochmal beide je 8h tragen und <LXA_POSSIBLE>dann entscheiden</LXA_POSSIBLE>, ob ich das gr≈°¬ßere, wovon die ‚Ç¨rztin ja meinte ''ich denke, dass es DAS wird'' oder das kleinere als angenehmer empfinde. Reinkriegen tu ich beide wunderbar, ich hab auch eins gut reingekriegt, das zu gro¬ß war. So weit es eben ging. Da meinte die ‚Ç¨rztin gleich ''Also nein, das geht ja garnicht. . '' Es ist eben so: Das kleinere ist die <LXA_POSSIBLE>kleinste Gr≈°</LXA_POSSIBLE>¬ße, die man <LXA_POSSIBLE>≈∏berhaupt bekommen</LXA_POSSIBLE> kann. 60. Das etwas gr≈°¬ßere ist 65. Naja und ich hatte ja vorher den NUvaring und da steht drin, dass das den Durchmesser von 54 hat!!! Und der ist DAUERND vorgerutscht zum Scheideneingang, war sp≈∏rbar und seeehr st≈°rend. Jetzt hab ich eben auch Schiss, dass das mit dem Diaphragma <LXA_POSSIBLE>auch passiert</LXA_POSSIBLE>, vor allem, wenn das gr≈°¬ßer ist als der nicht <LXA_POSSIBLE>passende Nuvaring</LXA_POSSIBLE>!! Gibts hier jemanden, bei dem der Nuvaring immer nach <LXA_POSSIBLE>vorne gerutscht</LXA_POSSIBLE> ist (also gleichzeitig noch <LXA_POSSIBLE>hinterm Muttermund</LXA_POSSIBLE> war, aber trotzdem vorne am Scheideneingang <LXA_POSSIBLE>fast rausgeguckt</LXA_POSSIBLE> hat und sp≈∏rbar war), der aber ein Dia <LXA_POSSIBLE>gut vertr≈†gt</LXA_POSSIBLE>??? W≈∏rde mich <LXA_POSSIBLE>seeehr beruhigen</LXA_POSSIBLE>!!",Negative
990,"Wie hattet ihr vorher verhütet?
Huhhuuu,   habe zuletzt mit dem Nuvaring verhütet. Pillenähnlich, wird aber in die Scheide eingesetzt und gibt dort wesentlich geringer dosiert, kontinuierlich die Hormone ab. . . Habe ca. 15 Jahre verhütet (Pille, Nuvaring). Nach dem Absetzen hat es 3 Monate gedauert. . . Lieben Gruß"," Wie hattet ihr vorher verh≈∏tet? Huhhuuu, habe zuletzt mit dem Nuvaring verh≈∏tet. Pillen≈†hnlich, wird aber in die Scheide eingesetzt und gibt dort wesentlich <LXA_POSSIBLE>geringer dosiert</LXA_POSSIBLE>, kontinuierlich die Hormone ab. . . Habe ca. 15 Jahre verh≈∏tet (Pille, Nuvaring). Nach dem Absetzen hat es 3 Monate gedauert. . . Lieben Gru¬ß",Neutral
992,"Hab da mal ne Frage!
Huhu!   Die Cerazette hatte ich schon, kann ich aber nicht wirklich empfehlen, wenn man auf Hormone doller reagiert. Hatte im Prinzip eine Endlos-Schmierblutung. Ziemlich fies. Dazu kamen dann Migränetage. . . und man muss die Pille wirklich genau nehmen, damit sie wirkt!   Den Nuvaring habe ich zuerst auch etwa 3-4 Monate vertragen, dann aber auch nicht wirklich länger. . . .   Denke wir werden die Sache mit Kondomen angehen, da ich so gut wie nichts vertrage. Wenn sich wieder alles eingependelt hat werde ich meinen Persona wieder benutzen     Der war so oder so seeeehr zuverlässlich"," Hab da mal ne Frage! Huhu! Die Cerazette hatte ich schon, kann ich aber nicht <LXA_POSSIBLE>wirklich empfehlen</LXA_POSSIBLE>, wenn man auf Hormone <LXA_POSSIBLE>doller reagiert</LXA_POSSIBLE>. Hatte im Prinzip eine Endlos-Schmierblutung. Ziemlich fies. Dazu kamen dann Migr≈†netage. . . und man muss die Pille wirklich <LXA_POSSIBLE>genau nehmen</LXA_POSSIBLE>, damit sie wirkt! Den Nuvaring habe ich zuerst auch etwa 3-4 Monate vertragen, dann aber auch nicht wirklich l≈†nger. . . . Denke wir werden die Sache mit Kondomen angehen, da ich so gut wie nichts vertrage. Wenn sich wieder alles eingependelt hat werde ich meinen Persona wieder benutzen Der war so oder so seeeehr zuverl≈†sslich",Negative
993,"Haut
Huhu, ich schleich mich jetzt auch mal rein. . .      Nachdem ich die Pille jetzt über nen Monat los bin, kann ich eine erste Zwischenbilanz ziehen: meine Haut ist auf der Stirn und am Dekoltee etwas unruhiger geworden, aber zum Glück tauchen keine richtigen Pickel auf.  Darüber bin ich heilfroh. Ich hatte früher richtig übel Akne, die nie weg wollte. Meine Hautärztin hat mir dann Aknenormin verschrieben und in Kombi mit der Pille war die Haut dann echt toll. Von daher war ich schon etwas nervös, als ich den Nuvaring dann abgesetzt habe.  Aber wenn es nicht schlimmer wird (und ich irgendwann mal die Finger vom Kratzen abhalten kann), dann bin ich echt zufrieden.    Pflegen tu ich im Moment vor allem mit Lush, Heilerde und selbstgerührten Cremes. _________________     postnuva seit 4/08  NFP zur Verhütung+Kondom"," Haut Huhu, ich schleich mich jetzt auch mal rein. . . Nachdem ich die Pille jetzt ≈∏ber <LXA_POSSIBLE>nen Monat</LXA_POSSIBLE> los bin, kann ich eine <LXA_POSSIBLE>erste Zwischenbilanz</LXA_POSSIBLE> ziehen: meine Haut ist auf der Stirn und am Dekoltee etwas <LXA_POSSIBLE>unruhiger geworden</LXA_POSSIBLE>, aber zum Gl≈∏ck tauchen keine <LXA_POSSIBLE>richtigen Pickel</LXA_POSSIBLE> auf. Dar≈∏ber bin ich heilfroh. Ich hatte fr≈∏her richtig ≈∏bel Akne, die nie weg wollte. Meine Haut≈†rztin hat mir dann Aknenormin verschrieben und in Kombi mit der Pille war die Haut dann echt toll. Von daher war ich schon etwas nerv≈°s, als ich den Nuvaring <LXA_POSSIBLE>dann abgesetzt</LXA_POSSIBLE> habe. Aber wenn es nicht schlimmer wird (und ich irgendwann mal die Finger vom Kratzen abhalten kann), dann bin ich echt zufrieden. Pflegen tu ich im Moment vor allem mit Lush, Heilerde und <LXA_POSSIBLE>selbstger≈∏hrten Cremes</LXA_POSSIBLE>. _________________ postnuva seit 4/08 NFP zur Verh≈∏tung+Kondom",Neutral
994,"verhütungmittel
Huhu. . . 8Jahre mit der Pille - welche weiß ich leider nicht mehr. Und seit 5 Jahren (oh Gott schon soooo lange?) mit dem NuvaRing. Kann ich nur empfehlen - bei richtiger Lagerung völlig stressfreie Anwendung! Ab Mitte November wird dann auf Kondome umgestiegen bis Anfang des neuen Jahres. . . .", verh≈∏tungmittel Huhu. . . 8Jahre mit der Pille - welche wei¬ß ich leider nicht mehr. Und seit 5 Jahren (<LXA_POSSIBLE>oh Gott</LXA_POSSIBLE> schon soooo lange?) mit dem NuvaRing. Kann ich <LXA_INTERNAL_POSITIVE>nur empfehlen</LXA_INTERNAL_POSITIVE> - bei <LXA_POSSIBLE>richtiger Lagerung</LXA_POSSIBLE> v≈°llig <LXA_POSSIBLE>stressfreie Anwendung</LXA_POSSIBLE>! Ab Mitte November wird dann auf Kondome umgestiegen bis Anfang des <LXA_POSSIBLE>neuen Jahres</LXA_POSSIBLE>. . . .,Positive
995,"Nuvaring oder Pille?
ich benutz seit gut nem jahr der nuvaring, und ich komm damit am besten klar! ich hab auch erst die pille genommen und finde der größte vorteil gegenüber der pille ist, dass echt nicht jeden tag daran denken muss.   beim sex hab ich noch nie was gemerkt und mein freund auch nicht. aber ich glaub, dass das bei jedem anders ist, wegen anatomischen unterschieden usw.   ich war auch damit campen und hab das einfach so gemanagt, dass der wechseltermin außerhalb des urlaubs war."," Nuvaring oder Pille? ich benutz seit gut <LXA_POSSIBLE>nem jahr</LXA_POSSIBLE> der nuvaring, und ich komm damit am besten klar! ich hab auch erst die pille genommen und finde der gr≈°¬ß<LXA_POSSIBLE>te vorteil gegen≈∏ber</LXA_POSSIBLE> der pille ist, dass echt nicht <LXA_POSSIBLE>jeden tag</LXA_POSSIBLE> daran denken muss. beim sex hab ich noch nie was gemerkt und mein freund auch nicht. aber ich glaub, dass das bei jedem anders ist, wegen anatomischen <LXA_POSSIBLE>unterschieden usw</LXA_POSSIBLE>. ich war auch <LXA_POSSIBLE>damit campen</LXA_POSSIBLE> und hab das einfach <LXA_POSSIBLE>so gemanagt</LXA_POSSIBLE>, dass der <LXA_POSSIBLE>wechseltermin au¬ß</LXA_POSSIBLE>erhalb des urlaubs war.",Positive
996,"Nuva Ring
Ich benutze den seit Jahren und der ist beim Sex nie rausgerutscht. Und der ist sicherer als die Pille.   Aber es gibt immer Ausnahmen. Dafür hätte bei mir keiner glauben können, das mir zweimal ein Kondom ''um die Ohren geflogen ist''. Nicht bildlich gesehen, aber das passiert ja auch höchst selten. Das ist nicht so die Norm das die Teile reissen.    Und so kann die eine halt mit dem Nuvaring klar kommen und die andere nicht.    Die Zwischenblutungen sind leider am Anfang normal. Nach der Geburt hatte ich das auch schlimmer als ich den das erste Mal benutzte. Jetzt ist das kein Ding mehr. Von einem Monat kann man noch nicht viel dazu sagen."," Nuva Ring Ich benutze den seit Jahren und der ist beim Sex <LXA_POSSIBLE>nie rausgerutscht</LXA_POSSIBLE>. Und der ist sicherer als die Pille. Aber es gibt immer Ausnahmen. Daf≈∏r h≈†tte bei mir keiner glauben k≈°nnen, das mir zweimal ein Kondom ''um die Ohren geflogen ist''. Nicht <LXA_POSSIBLE>bildlich gesehen</LXA_POSSIBLE>, aber das passiert ja auch h≈°chst selten. Das ist nicht so die Norm das die Teile reissen. Und so kann die eine halt mit dem Nuvaring klar kommen und die andere nicht. Die Zwischenblutungen sind leider am Anfang normal. Nach der Geburt hatte ich das auch schlimmer als ich den das <LXA_POSSIBLE>erste Mal</LXA_POSSIBLE> benutzte. Jetzt ist das kein Ding mehr. Von einem Monat kann man noch nicht viel <LXA_POSSIBLE>dazu sagen</LXA_POSSIBLE>.",Positive
997,"Pille abesetzen oder direkt zum Nuvaring
Ich bin mit der Pille einach nicht zufrieden. Mit der Yasmin bin ich staendig muede, mir ist schlecht, ich fuehl mich schlapp usw. . . . . un das war vorher ales nicht der fall. Der Ring hat weniger Hormone aber man kann ja auch trotz Pille schwanger werden. Wenn es pssiert passierts halt aber ich will s nicht drauf ansetzten, deswegen moechte ich den Ring probieren."," Pille abesetzen oder direkt zum Nuvaring Ich bin mit der Pille einach nicht zufrieden. Mit der Yasmin bin ich staendig muede, mir ist schlecht, ich fuehl mich schlapp usw. . . . . un das war vorher ales nicht der fall. Der Ring hat weniger Hormone aber man kann ja auch trotz Pille schwanger werden. Wenn es pssiert passierts halt aber ich will s nicht drauf ansetzten, deswegen moechte ich den Ring probieren.",Positive
998,"Pille abesetzen oder direkt zum Nuvaring
nuppi86 schrieb:    karinm schrieb:    warum nimmst du diesen ring? willst du noch mal schwanger werden??? sorry, daß ich so frag, aber ich hab grad hier im forum so oft gelesen, daß viele mit diesem ring schwanger geworden sind, und daß der nicht sooo toll ist.         ich hab hier auch ganz oft gelesen das welche mit pille schwanger geworden sind        ja klar, da hast du auch wieder recht!!"," Pille abesetzen oder direkt zum Nuvaring nuppi86 schrieb: karinm schrieb: warum nimmst du diesen ring? willst du noch mal schwanger werden??? sorry, da¬ß ich so frag, aber ich hab grad hier im forum so <LXA_POSSIBLE>oft gelesen</LXA_POSSIBLE>, da¬ß viele mit diesem ring <LXA_POSSIBLE>schwanger geworden</LXA_POSSIBLE> sind, und da¬ß der nicht sooo toll ist. ich hab hier auch ganz oft gelesen das welche mit pille <LXA_POSSIBLE>schwanger geworden</LXA_POSSIBLE> sind ja klar, da hast du auch wieder recht!!",Negative
999,"Keine Periode nach der Pille?
Zitat:     Zitat von  lumpina268      Hallo zusammen,   ich bin momentan etwas rartlos. . . Mein Mann und ich beschäftigen uns nun schon seit fast einem Jahr mit dem Thema Nachwuchs. . . Im März diesen Jahres habe ich dann die Pille abgesetzt. Ich bekam promt meine Tage ganz normal. Im April hatte ich dann nur noch eine kurze Schmierblutung von ca 2 Tagen. Seitdem ist meine Periode völlig ausgeblieben. Ich war schon bei 3 Frauenärzten, habe Hormonuntersuchungen hinter mir, doch alle Werte waren top in Ordnung.   Seit 8 Monaten warte ich nun schon das sich irgendwas tut aber es kommt nichts. Und nachdem meine Werte in Ordnung waren mache ich mir schon Gedanken. . . Ich habe mich schon durch einge Foren gelesen, aber irgendwie war nie das Passende dabei     Bevor ich die Pille abgesetzt habe, hatte ich noch einige Verhütungsmethoden ausprobiert, wie Nuvaring oder auch die Spritze (hierbei hatte ich meine Periode 8 Wochen am Stück und habe sie deswegen wieder abgesetzt. )   Gibt es vielleicht jemanden der das Gleiche ''Leid'' mit mir teilt oder Erfahrungen damit hat?   Anzumerken ist das ich die Pille seit dem 13ten Lebensjahr mit unterbrechungen nehmen bei denen ich meine Periode aber immer regelmäßig bekommen habe. . .   Beim Endogrinologen war ich auch schon aber der meinte auch es ist alles ok. . .   Kann mir wer helfen?       Hallo, viel kann ich dir leider auch nicht helfen, aber ich denke, dass sich deine Hormone und dein Rhytmus wieder einpendeln muss. Ich hatte nach der Geburt meiner Tochter auch erst nach knapp 7 Monaten wieder meine erste Mens und nun hänge ich auch schon wieder an ZT41 und weiß nicht, wie lange es noch dauern wird, bis sie wieder kommt. Wenn sie bis nächstes Jahr noch nciht da ist werde ich sie auslösen lassen.   das würde ich dir auch raten. Sprech mal deinen FA darauf an. Normalerweise machen die das, denn ''normal'' ist das sicherlich nicht.   Ach ja, als ich meine Pille nach knapp 13 Jahren das erste mal abgesetzt und dann auch 2 Jahre später wieder abgesetzt habe, hatte ich zwar regelmäßig wie mit der Pille meine Regel, aber meine Eisprünge haben lange Zeit gebraucht sich einzupendeln.   Lasss dich mal genau Beraten und ich wünsche dir viel Glück, dass deine Mens bald kommt."," Keine Periode nach der Pille? Zitat: Zitat von lumpina268 Hallo zusammen, ich bin momentan etwas rartlos. . . Mein Mann und ich besch≈†ftigen uns nun schon seit fast einem Jahr mit dem Thema Nachwuchs. . . Im M≈†rz diesen Jahres habe ich dann die Pille abgesetzt. Ich bekam promt meine Tage ganz normal. Im April hatte ich dann nur noch eine <LXA_POSSIBLE>kurze Schmierblutung</LXA_POSSIBLE> von ca 2 Tagen. Seitdem ist meine Periode <LXA_POSSIBLE>v≈°llig ausgeblieben</LXA_POSSIBLE>. Ich war schon bei 3 Frauen≈†rzten, habe Hormonuntersuchungen hinter mir, doch <LXA_POSSIBLE>alle Werte</LXA_POSSIBLE> waren top in Ordnung. Seit 8 Monaten warte ich nun schon das sich irgendwas tut aber es kommt nichts. Und nachdem meine Werte in Ordnung waren mache ich mir schon Gedanken. . . Ich habe mich schon durch <LXA_POSSIBLE>einge Foren</LXA_POSSIBLE> gelesen, aber irgendwie war nie das Passende dabei Bevor ich die Pille abgesetzt habe, hatte ich noch einige Verh≈∏tungsmethoden ausprobiert, wie Nuvaring oder auch die Spritze (hierbei hatte ich meine Periode 8 Wochen am St≈∏ck und habe sie deswegen <LXA_POSSIBLE>wieder abgesetzt</LXA_POSSIBLE>. ) Gibt es vielleicht jemanden der das Gleiche ''Leid'' mit mir teilt oder Erfahrungen damit hat? Anzumerken ist das ich die Pille seit dem <LXA_POSSIBLE>13ten Lebensjahr</LXA_POSSIBLE> mit unterbrechungen nehmen bei denen ich meine Periode aber <LXA_POSSIBLE>immer regelm≈†</LXA_POSSIBLE>¬ß<LXA_POSSIBLE>ig bekommen</LXA_POSSIBLE> habe. . . Beim Endogrinologen war ich auch schon aber der meinte auch es ist alles ok. . . Kann mir wer helfen? Hallo, viel kann ich dir leider auch <LXA_POSSIBLE>nicht helfen</LXA_POSSIBLE>, aber ich denke, dass sich <LXA_POSSIBLE>deine Hormone</LXA_POSSIBLE> und dein Rhytmus wieder einpendeln muss. Ich hatte nach der Geburt meiner Tochter auch erst nach knapp 7 Monaten wieder meine <LXA_POSSIBLE>erste Mens</LXA_POSSIBLE> und nun h≈†nge ich auch schon wieder an ZT41 und wei¬ß nicht, wie lange es <LXA_POSSIBLE>noch dauern</LXA_POSSIBLE> wird, bis sie wieder kommt. Wenn sie bis <LXA_POSSIBLE>n≈†chstes Jahr</LXA_POSSIBLE> noch nciht da ist werde ich sie ausl≈°sen lassen. das w≈∏rde ich dir <LXA_POSSIBLE>auch raten</LXA_POSSIBLE>. Sprech mal <LXA_POSSIBLE>deinen FA</LXA_POSSIBLE> darauf an. Normalerweise machen die das, denn ''normal'' ist das sicherlich nicht. Ach ja, als ich meine Pille nach knapp 13 Jahren das erste <LXA_POSSIBLE>mal abgesetzt</LXA_POSSIBLE> und dann auch 2 Jahre sp≈†ter <LXA_POSSIBLE>wieder abgesetzt</LXA_POSSIBLE> habe, hatte ich <LXA_POSSIBLE>zwar regelm≈†</LXA_POSSIBLE>¬ßig wie mit der Pille meine Regel, aber meine Eispr≈∏nge haben <LXA_POSSIBLE>lange Zeit</LXA_POSSIBLE> gebraucht sich einzupendeln. Lasss dich mal <LXA_POSSIBLE>genau Beraten</LXA_POSSIBLE> und ich w≈∏nsche dir viel Gl≈∏ck, dass <LXA_POSSIBLE>deine Mens</LXA_POSSIBLE> bald kommt.",Neutral
1000,"Doping für nen Test ?
Zitat:    Neuste Forschungen machen Hoffnung, den Hirnleistungsabbau zu stoppen und die grauen Zellen wieder auf Trab zu bringen. Der &bdquo;Brainbooster&ldquo; stammt aus dem Ginkgo-Baum. Ein Spezial-Extrakt aus den Ginkgo-Blättern mit der wissenschaftlichen Bezeichnung EGb 761&reg; (Tebonin&reg;, rezeptfrei aus der Apotheke) erleichtert das Lernen und verbessert es signifikant.       http://www. gesundheit. com/gc_detail_20_gc29050601. html"," Doping f≈∏r <LXA_POSSIBLE>nen Test</LXA_POSSIBLE> ? Zitat: <LXA_POSSIBLE>Neuste Forschungen</LXA_POSSIBLE> machen Hoffnung, den Hirnleistungsabbau zu stoppen und die <LXA_POSSIBLE>grauen Zellen</LXA_POSSIBLE> wieder auf Trab zu bringen. Der &bdquo;Brainbooster&ldquo; stammt aus dem Ginkgo-Baum. Ein Spezial-Extrakt aus den Ginkgo-Bl≈†ttern mit der <LXA_POSSIBLE>wissenschaftlichen Bezeichnung</LXA_POSSIBLE> EGb 761&reg; (Tebonin&reg;, rezeptfrei aus der Apotheke) erleichtert das Lernen und verbessert es signifikant. http://www. gesundheit. com/gc_detail_20_gc29050601. html",Positive
1002,"Chemikalienrätsel
Zitat:     Zitat von  fraggle      goethe hatte sehr viel mit ginkgo am hut, welchem eine durchblutungsfördernde wirkung nachgesagt wird, dieselbe hat auch aspirin.       Zitat:    Goethe war neben seinen botanischen Interessen sicher durch die charakteristische Form des Ginkgoblattes künstlerisch inspiriert, welches in seinem Gedicht ,,Ginkgo biloba&rsquo;&rsquo;, eingearbeitet in den Gedichtezyklus ,,West - östlicher Divan&rsquo;&rsquo; im Buch ,,Suleika&rsquo;&rsquo; zum Ausdruck kommt, und er widmete dieses seinerzeit seiner Bekannten Marianne von Willemer, der 3. Ehefrau des Frankfurter Bankiers Johann Jakob von Willemer.    Ginko ist das Umsatzstärkste OTC. Tebonin, Ginkgo biloba, Psychopharmaka.   Struktur von Gummi?    Zitat:    . . . So gehören zu den Terpenoiden die Untergruppe der Terpene, deren Kohlenstoffatome sich immer durch fünf teilen lassen,. . .    Besonderheit?    Zitat:    Diese Stoffe sind zum Teil so komplex, dass es noch nicht gelungen ist, sie in vollem Umfang synthetisch herzustellen.    So, wie jetzt?     Grüße   Da taucht palötzlich dieses Bilobalid auf. . .  Dann darf jetzt der  fraggle ?"," Chemikalienr≈†tsel Zitat: Zitat von <LXA_POSSIBLE>fraggle goethe</LXA_POSSIBLE> hatte sehr viel mit ginkgo am hut, welchem eine <LXA_POSSIBLE>durchblutungsf≈°rdernde wirkung</LXA_POSSIBLE> nachgesagt wird, dieselbe hat auch aspirin. Zitat: Goethe war neben seinen <LXA_POSSIBLE>botanischen Interessen</LXA_POSSIBLE> sicher durch die <LXA_POSSIBLE>charakteristische Form</LXA_POSSIBLE> des Ginkgoblattes <LXA_POSSIBLE>k≈∏nstlerisch inspiriert</LXA_POSSIBLE>, welches in seinem Gedicht ,,Ginkgo biloba&rsquo;&rsquo;, eingearbeitet in den Gedichtezyklus ,,West - ≈°stlicher Divan&rsquo;&rsquo; im Buch ,,Suleika&rsquo;&rsquo; zum Ausdruck kommt, und er widmete dieses seinerzeit seiner Bekannten Marianne von Willemer, der 3. Ehefrau des <LXA_POSSIBLE>Frankfurter Bankiers</LXA_POSSIBLE> Johann Jakob von Willemer. Ginko ist das Umsatzst≈†rkste OTC. Tebonin, Ginkgo biloba, Psychopharmaka. Struktur von Gummi? Zitat: . . . <LXA_POSSIBLE>So geh≈°ren</LXA_POSSIBLE> zu den Terpenoiden die Untergruppe der Terpene, deren Kohlenstoffatome sich immer durch <LXA_POSSIBLE>f≈∏nf teilen</LXA_POSSIBLE> lassen,. . . Besonderheit? Zitat: Diese Stoffe sind zum Teil so komplex, dass es noch <LXA_HANDSCORE_NEGATIVE>nicht gelungen</LXA_HANDSCORE_NEGATIVE> ist, sie in <LXA_POSSIBLE>vollem Umfang synthetisch herzustellen</LXA_POSSIBLE>. So, wie jetzt? Gr≈∏¬ße Da taucht pal≈°tzlich dieses Bilobalid auf. . . Dann darf jetzt der fraggle ?",Neutral
